Date,Message
"Dec 21, 2017 ","10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Dec 21, 2017 ",BART recovering: 10 min delay system wide due to a medical emergency. 
"Dec 21, 2017 ",10 min delay system wide. 
"Dec 21, 2017 ","10 min delay on SF line in SFO, MLBR, DALY and East Bay dirs due to a medical emergency. "
"Dec 21, 2017 ",10 min delay on SF line in East Bay dir due to a medical emergency. 
"Dec 20, 2017 ","BART recovering: 10 min delay between LAKE and FTVL in DUBL, WARM, RICH and DALY dirs due to an earlier equipment prob on track. "
"Dec 20, 2017 ","10 min delay between LAKE and FTVL in DUBL, WARM, RICH and DALY dirs due to equip prob. "
"Dec 20, 2017 ",BART recovering: 10 min delay at BALB in East Bay dir due to an earlier equipment prob on a train. 
"Dec 20, 2017 ","BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to an earlier equipment prob on a train. "
"Dec 20, 2017 ","10 min delay at EMBR in SFO, MLBR and DALY dirs due to equip prob. "
"Dec 19, 2017 ","BART recovering: 10 min delay at WOAK in SFO, MLBR and DALY dirs due to police activity. "
"Dec 19, 2017 ","10 min delay at WOAK in SFO, MLBR and DALY dirs due to police activity. "
"Dec 19, 2017 ",BART recovering: 10 min delay on SF line in East Bay dir due to equip prob. 
"Dec 19, 2017 ",BART recovering: svc has been restored to RICH stn. 
"Dec 19, 2017 ",Trains are not stopping at RICH due to police activity. 
"Dec 19, 2017 ",BART recovering: 10 min delay on FRMT line in DUBL and WARM dirs due to police activity. 
"Dec 19, 2017 ",10 min delay on FRMT line in DUBL and WARM dirs due to police activity at COLS stn. 
"Dec 18, 2017 ",BART recovering: 15 min delay at SF stns in East Bay dir due to police activity. 
"Dec 18, 2017 ",10 min delay at SF stns in East Bay dir due to police activity at EMBR. 
"Dec 18, 2017 ",BART recovering: 10 min delay at POWL in East Bay dir due to an earlier equipment prob on a train. 
"Dec 18, 2017 ",10 min delay at POWL in East Bay dir due to equip prob. 
"Dec 18, 2017 ",BART recovering: we have resumed normal svc at BALB. 
"Dec 18, 2017 ",Trains are not stopping at BALB due to police activity. 
"Dec 17, 2017 ",BART recovering: 20 min delay at SFO in PITT dir due to an earlier equipment prob on a train. 
"Dec 17, 2017 ",10 min delay at SFO in PITT dir due to equip prob. 
"Dec 16, 2017 ",POWL stn has reopened and trains are making normal stops in all dirs. 
"Dec 16, 2017 ","BART recovering: major delay in SFO, MLBR and East Bay dirs due to an earlier major medical emergency. "
"Dec 16, 2017 ",16TH has re-opened. 
"Dec 16, 2017 ","Stn closure at 16TH due to police activity, trains are not stopping at 16TH. "
"Dec 16, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Dec 16, 2017 ","Stn closure at POWL due to a major medical emergency, trains will not be stopping at POWL stn. "
"Dec 16, 2017 ","Major delay at POWL in SFO, MLBR, DALY and East Bay dirs due to a major medical emergency. "
"Dec 15, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to equip prob. "
"Dec 15, 2017 ","BART recovering: 10 min delay at WOAK in PITT, DUBL and RICH dirs due to police activity. "
"Dec 15, 2017 ","10 min delay at WOAK in PITT, DUBL and RICH dirs due to police activity. "
"Dec 14, 2017 ","BART recovering: 10 min delay between EMBR and WOAK in SFO, MLBR, DALY and East Bay dirs due to an earlier disabled train in transbay tube. "
"Dec 14, 2017 ",Delay developing between EMBR and WOAK in all dirs due to a disabled train in transbay tube. 
"Dec 13, 2017 ",BART recovering: 10 min delay between SF stns and East Bay stns in East Bay dir. 
"Dec 13, 2017 ",BART recovering: major delay system wide due to equip prob. 
"Dec 13, 2017 ",BART recovering: 20 min delay system wide due to equip prob. 
"Dec 13, 2017 ","20 min delay on SF line in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Dec 13, 2017 ","10 min delay on SF line in SFO, MLBR, DALY and East Bay dirs due to equip prob in transbay tube. "
"Dec 13, 2017 ","10 min delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Dec 12, 2017 ","BART recovering: 10 min delay at MONT in SFO, MLBR, DALY and East Bay dirs due to police activity. "
"Dec 12, 2017 ","10 min delay at MONT in SFO, MLBR, DALY and East Bay dirs due to police activity. "
"Dec 12, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to police activity and a medical emergency. "
"Dec 12, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to police activity and a medical emergency. "
"Dec 12, 2017 ",BART recovering: 10 min delay at BAYF in RICH and DALY dirs due to an earlier equipment prob on track. 
"Dec 12, 2017 ",BART recovering: 20 min delay at MLBR in PITT and SFO dirs due to equip prob. 
"Dec 12, 2017 ",10 min delay at BAYF in RICH and DALY dirs due to equip prob. 
"Dec 12, 2017 ",Delay developing at MLBR in PITT and SFO dirs due to equip prob. 
"Dec 11, 2017 ",10 min delay on SF line in PITT and RICH dirs due to equip prob. 
"Dec 11, 2017 ",This is a test from operations control center. Pls disregard this message. Currently no delays in BART system. 
"Dec 11, 2017 ",Test 
"Dec 11, 2017 ",BART recovering: 10 min delay at MLBR in PITT dir due to an earlier technical prob. 
"Dec 11, 2017 ",10 min delay at MLBR in PITT dir due to a technical prob. 
"Dec 11, 2017 ","10 min delay between SSAN and SBRN in PITT, SFO and MLBR dirs due to equip prob. "
"Dec 11, 2017 ",20 min delay on MLBR line in PITT dir due to equip prob. 
"Dec 11, 2017 ","10 min delay in berkeley hills tunnel in PITT, SFO and MLBR dirs due to scheduled track maintenance. "
"Dec 09, 2017 ","BART recovering: 10 min delay at 12TH in WARM, SFO and MLBR dirs due to police activity. "
"Dec 09, 2017 ",BART recovering: 10 min delay on RICH line in RICH dir due to police activity. 
"Dec 09, 2017 ",10 min delay on RICH line in RICH dir due to police activity. 
"Dec 08, 2017 ","BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to an earlier police matter. "
"Dec 08, 2017 ",BART recovering: 10 min delay at RICH in FRMT and MLBR dirs due to a medical emergency. 
"Dec 08, 2017 ",10 min delay at RICH in FRMT and MLBR dirs due to a medical emergency. 
"Dec 08, 2017 ",BART recovering: 10 min delay at DALY in East Bay dir due to equip prob. 
"Dec 08, 2017 ",10 min delay at DALY in East Bay dir due to equip prob. 
"Dec 08, 2017 ","BART recovering: 10 min delay on SF line in SFO, MLBR and DALY dirs due to police activity. "
"Dec 08, 2017 ","10 min delay on SF line in SFO, MLBR and DALY dirs due to police activity. "
"Dec 08, 2017 ","BART recovering: 10 min delay on FRMT line in WARM, FRMT and RICH dirs. "
"Dec 08, 2017 ","10 min delay on FRMT line in WARM, FRMT and RICH dirs. "
"Dec 07, 2017 ",10 min delay on PITT line in SFO and DALY dirs due to equip prob. 
"Dec 07, 2017 ",10 min delay at FRMT in RICH and DALY dirs due to equip prob. 
"Dec 07, 2017 ","BART recovering: 10 min delay at SSAN in PITT, SFO and MLBR dirs due to police activity. "
"Dec 07, 2017 ","10 min delay at SSAN in PITT, SFO and MLBR dirs due to police activity. "
"Dec 07, 2017 ",BART recovering: 10 min delay between 19TH and RICH in RICH dir due to equip prob. 
"Dec 07, 2017 ",10 min delay between 19TH and RICH in RICH dir due to equip prob. 
"Dec 06, 2017 ","BART recovering: 10 min delay on SFO line in PITT, RICH, SFO and MLBR dirs due to equip prob. "
"Dec 06, 2017 ",10 min delay on SFO line in RICH and SFO dirs due to equip prob. 
"Dec 06, 2017 ",BART recovering: 10 min delay at 24TH in East Bay dir due to equip prob. 
"Dec 06, 2017 ",10 min delay at 24TH in East Bay dir due to equip prob. 
"Dec 06, 2017 ",10 min delay on PITT line in PITT dir due to equip prob. 
"Dec 05, 2017 ",BART recovering: 10 min delay at SF stns in East Bay dir due to equip prob. 
"Dec 05, 2017 ",BART recovering: 10 min delay on PITT line in SFO and DALY dirs due to police activity at LAFY. 
"Dec 05, 2017 ",BART recovering: major delay system wide due to equip prob. 
"Dec 05, 2017 ","BART recovering: major delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Dec 05, 2017 ",BART recovering: 20 min delay system wide due to equip prob. 
"Dec 05, 2017 ",10 min delay in PITT dir. 
"Dec 05, 2017 ","10 min delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Dec 04, 2017 ",BART recovering: 10 min delay at FRMT in RICH and DALY dirs due to equip prob. 
"Dec 04, 2017 ","10 min delay in downtown Oak in PITT, WARM, RICH and SFO dirs due to equip prob. "
"Dec 03, 2017 ","BART recovering: 10 min delay in downtown Oak in PITT, WARM, RICH and SF dirs due to equip prob. "
"Dec 03, 2017 ","BART recovering: 20 min delay on SF line in PITT, DUBL, SFO and MLBR dirs due to stn maintenance. "
"Dec 03, 2017 ","20 min delay on SF line in PITT, DUBL, SFO and MLBR dirs due to stn maintenance. "
"Dec 03, 2017 ","10 min delay on SF line in PITT, DUBL, SFO and MLBR dirs due to stn maintenance. "
"Dec 03, 2017 ",BART recovering: 10 min delay at POWL in East Bay dir due to police activity. 
"Dec 02, 2017 ",BART recovering: 10 min delay at FRMT in RICH and DALY dirs due to police activity. 
"Dec 01, 2017 ",BART recovering: trains are now stopping at BALB stn. We have restored normal svc. Pls expect residual delays. 
"Dec 01, 2017 ",Stn closure at BALB due to a major medical emergency. 
"Dec 01, 2017 ","Major delay at BALB on SF line in SFO, DALY and East Bay dirs due to a major medical emergency. "
"Nov 30, 2017 ",BART recovering: SBRN was closed due to police activity. SBRN stn has re-opened. 
"Nov 30, 2017 ",Stn closure at SBRN due to police activity. 
"Nov 29, 2017 ","BART recovering: 10 min delay at SANL in DUBL, WARM and FRMT dirs due to a medical emergency. "
"Nov 29, 2017 ","10 min delay at SANL in DUBL, WARM and FRMT dirs due to a medical emergency. "
"Nov 29, 2017 ",BART recovering: 10 min delay at 12TH in FRMT and SF dirs due to an earlier equipment prob on a train. 
"Nov 29, 2017 ",10 min delay at 12TH in FRMT and SF dirs due to equip prob. 
"Nov 27, 2017 ",BART recovering: 10 min delay on SF line in RICH and PITT dir due to police activity at SSAN stn. 
"Nov 27, 2017 ",BART recovering: 10 min delay on FRMT line in RICH and DALY dirs due to police activity. 
"Nov 27, 2017 ","BART recovering: 20 min delay at FTVL in DUBL, WARM, FRMT, RICH and DALY dirs due to police activity. "
"Nov 27, 2017 ","BART recovering: 10 min delay at FTVL in DUBL, WARM, FRMT, RICH and DALY dirs due to police activity. "
"Nov 27, 2017 ","10 min delay at FTVL in WARM, FRMT, RICH and DALY dirs due to police activity. "
"Nov 26, 2017 ","10 min delay on PITT line in PITT, SFO and MLBR dirs due to a technical prob and wet weather conditions. "
"Nov 22, 2017 ","BART recovering: 10 min delay on RICH line in FRMT, RICH and MLBR dirs due to earlier track maintenance. "
"Nov 22, 2017 ","10 min delay between DELN and RICH in FRMT, RICH and MLBR dirs due to track maint. "
"Nov 22, 2017 ",BART recovering: 10 min delay on SF line in East Bay dir due to equip prob. 
"Nov 21, 2017 ",BART recovering: 10 min delay at SANL on FRMT line in RICH and DALY dirs due to a medical emergency. 
"Nov 21, 2017 ",10 min delay at SANL on FRMT line in RICH and DALY dirs due to a medical emergency. 
"Nov 21, 2017 ","BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to police activity. "
"Nov 19, 2017 ",BART recovering: 10 min delay at MONT in SF and East Bay dirs due to an earlier medical emergency. MONT has re-opened. 
"Nov 19, 2017 ",MONT has reopened. Normal train svc is being restored on SF line. 
"Nov 19, 2017 ",Major delay at MONT in SF and East Bay dirs due to a medical emergency. 
"Nov 19, 2017 ",Stn closure at MONT in SF and East Bay dirs due to a major medical emergency. 
"Nov 17, 2017 ","BART recovering: 10 min delay at BAYF in DUBL, WARM and FRMT dirs due to a medical emergency. "
"Nov 16, 2017 ",BART recovering: 10 min delay at SF stns in East Bay dir due to an earlier equipment prob on a train. 
"Nov 16, 2017 ","BART recovering: 20 min delay at GLEN in SFO, MLBR, DALY and East Bay dirs due to an earlier equipment prob on a train. "
"Nov 16, 2017 ",10 min delay at GLEN in East Bay dir due to equip prob. 
"Nov 16, 2017 ",Allston way entrance at berkeley stn has reopened. 
"Nov 16, 2017 ",20 min delay system wide due to wet weather conditions and earlier police activity in SF. 
"Nov 16, 2017 ",10 min delay system wide due to wet weather conditions and earlier police activity in SF. 
"Nov 16, 2017 ",10 min delay system wide due to wet weather conditions. 
"Nov 16, 2017 ",Allston way entrance at berkeley stn is closed due to flooding. All other access points are open. 
"Nov 15, 2017 ","BART recovering: 10 min delay system wide due to earlier medical emergencies, and wet weather conditions. "
"Nov 15, 2017 ",10 min delay system wide due to medical emergencies and wet weather conditions. 
"Nov 14, 2017 ",BART recovering: 10 min delay on PITT line in DALY dir due to police activity in downtown Oak. 
"Nov 14, 2017 ",BART recovering: 10 min delay on RICH line in MLBR dir due to an earlier equipment prob on a train. 
"Nov 14, 2017 ",10 min delay on RICH line in MLBR dir due to equip prob. 
"Nov 14, 2017 ","BART recovering: 10 min delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Nov 14, 2017 ",10 min delay on SF line in DUBL and WARM dirs due to a medical emergency. 
"Nov 13, 2017 ",BART recovering: 10 min delay at WOAK in SF and East Bay dirs due to earlier debris in track. 
"Nov 13, 2017 ",10 min delay at WOAK in SFO and DALY dirs due to debris in trackway. 
"Nov 13, 2017 ",10 min delay at ROCK in PITT dir due to track maint. 
"Nov 13, 2017 ","10 min delay on PITT line in PITT, SFO and MLBR dirs due to track maint. "
"Nov 12, 2017 ",BART recovering: 10 min delay at NBRK in WARM and RICH dirs due to police activity. 
"Nov 09, 2017 ","BART recovering: 20 min delay between SHAY and UCTY in WARM, FRMT, RICH and DALY dirs due to equip prob. "
"Nov 09, 2017 ","Major delay between SHAY and UCTY in WARM, FRMT, RICH and DALY dirs due to equip prob. "
"Nov 09, 2017 ","20 min delay between SHAY and UCTY in WARM, FRMT, RICH and DALY dirs due to equip prob. "
"Nov 09, 2017 ","10 min delay between SHAY and UCTY in WARM, FRMT, RICH and DALY dirs due to equip prob. "
"Nov 09, 2017 ",10 min delay system wide due to wet weather conditions and earlier police activity at EMBR. 
"Nov 09, 2017 ",10 min delay system wide due to wet weather conditions and police activity at EMBR. 
"Nov 09, 2017 ",10 min delay system wide due to wet weather conditions. 
"Nov 07, 2017 ",BART recovering: 10 min delay between SF stns and East Bay stns in East Bay dir due to police activity. 
"Nov 07, 2017 ",10 min delay between SF stns and East Bay stns in East Bay dir due to police activity. 
"Nov 07, 2017 ",BART recovering: 10 min delay at COLS in RICH and DALY dirs due to police activity. 
"Nov 07, 2017 ",10 min delay at COLS in RICH and DALY dirs due to police activity. 
"Nov 07, 2017 ",BART recovering: 10 min delay at DBRK in MLBR dir due to a medical emergency. 
"Nov 07, 2017 ",10 min delay at DBRK in MLBR dir due to a medical emergency. 
"Nov 07, 2017 ","10 min delay on SF line in SFO, MLBR and East Bay dirs due to police activity at 19th st and a medical emergency at GLEN stn. "
"Nov 07, 2017 ","10 min delay on SF line in SFO, MLBR and RICH dirs due to police activity at 19th st and a medical emergency at GLEN stn. "
"Nov 07, 2017 ",10 min delay on SF line in SFO and MLBR dirs due to an medical emergency at GLEN stn. 
"Nov 07, 2017 ",10 min delay at GLEN on SF line in SFO and MLBR dirs due to a medical emergency. 
"Nov 07, 2017 ",BART recovering: 10 min delay on SF line in SFO and MLBR dirs due to police activity at 19th st stn. 
"Nov 05, 2017 ",Stn closure at DELN due to a power loss. 
"Nov 05, 2017 ",Svc has stopped on Oak airport line in COLS and Oak airport dirs due to equip prob. 
"Nov 04, 2017 ",BART recovering: 10 min delay at WOAK in DALY dir due to police activity. 
"Nov 04, 2017 ",20 min delay on FRMT line in RICH dir due to equip prob. 
"Nov 04, 2017 ",10 min delay on FRMT line in RICH dir due to equip prob. 
